Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
HMY,Harmony Gold Mining Company Limited,1.65,$825.42M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/hmy
HRS,Harris Corporation,150.18,$17.83B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/hrs
HSC,Harsco Corporation,23.6,$1.9B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/hsc
HHS,"Harte-Hanks, Inc.",10.8,$67.66M,1993,Technology,Advertising,https://www.nasdaq.com/symbol/hhs
HGH,"Hartford Financial Services Group, Inc. (The)",28.5,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/hgh
HIG,"Hartford Financial Services Group, Inc. (The)",52.42,$18.77B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/hig
HIG.WS,"Hartford Financial Services Group, Inc. (The)",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hig.ws
HVT,"Haverty Furniture Companies, Inc.",20.95,$441.56M,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/hvt
HVT.A,"Haverty Furniture Companies, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hvt.a
HE,"Hawaiian Electric Industries, Inc.",34.74,$3.78B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/he
HE^U,"Hawaiian Electric Industries, Inc.",26.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/he^u
HCHC,"HC2 Holdings, Inc.",6.06,$270.06M,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/hchc
HCA,"HCA Healthcare, Inc.",108.36,$37.85B,2011,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/hca
HCI,"HCI Group, Inc.",42.07,$392.88M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/hci
HCP,"HCP, Inc.",26.03,$12.23B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hcp
HDB,HDFC Bank Limited,109.06,$96.09B,2001,Finance,Commercial Banks,https://www.nasdaq.com/symbol/hdb
HR,Healthcare Realty Trust Incorporated,29.05,$3.64B,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hr
HTA,"Healthcare Trust of America, Inc.",27.1,$5.56B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hta
HL,Hecla Mining Company,3.39,$1.36B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/hl
HL^B,Hecla Mining Company,55.2348,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/hl^b
HEI,Heico Corporation,76.67,$10.18B,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/hei
HEI.A,Heico Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hei.a
HLX,"Helix Energy Solutions Group, Inc.",8.75,$1.3B,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/hlx
HP,"Helmerich & Payne, Inc.",58.9,$6.41B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/hp
HLF,Herbalife Nutrition Ltd.,52.24,$8.1B,2004,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/hlf
HRI,Herc Holdings Inc.,59.19,$1.68B,2016,n/a,n/a,https://www.nasdaq.com/symbol/hri
HCXZ,"Hercules Capital, Inc.",25,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/hcxz
HTGC,"Hercules Capital, Inc.",13.4,$1.17B,2012,n/a,n/a,https://www.nasdaq.com/symbol/htgc
HTGX,"Hercules Capital, Inc.",25.1398,n/a,2014,n/a,n/a,https://www.nasdaq.com/symbol/htgx
HRTG,"Heritage Insurance Holdings, Inc.",17.13,$455.14M,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/hrtg
HT,Hersha Hospitality Trust,22.41,$881.4M,1999,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ht
HT^C,Hersha Hospitality Trust,24.95,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ht^c
HT^D,Hersha Hospitality Trust,23.827,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ht^d
HT^E,Hersha Hospitality Trust,23.61,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ht^e
HSY,Hershey Company (The),91.04,$19.05B,n/a,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/hsy
HTZ,"Hertz Global Holdings, Inc",14.04,$1.18B,2016,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/htz
HES,Hess Corporation,64.24,$19.28B,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/hes
HES^A,Hess Corporation,71.603,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hes^a
HESM,Hess Midstream Partners LP,20.65,$1.13B,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/hesm
HPE,Hewlett Packard Enterprise Company,15.47,$23.42B,2015,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/hpe
HXL,Hexcel Corporation,68.28,$6.11B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/hxl
HF,"HFF, Inc.",36.91,$1.44B,2007,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/hf
HCLP,Hi-Crush Partners LP,13.85,$1.22B,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/hclp
PCF,High Income Securities Fund,9.45,$122.63M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pcf
HFRO,Highland Floating Rate Opportunities Fund,15.91,$1.14B,2017,n/a,n/a,https://www.nasdaq.com/symbol/hfro
HPR,HighPoint Resources Corporation,6.84,n/a,2018,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/hpr
HIW,"Highwoods Properties, Inc.",49.69,$5.14B,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hiw
HIL,"Hill International, Inc.",5.8,$319.78M,n/a,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/hil
HI,Hillenbrand Inc,49.3,$3.08B,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/hi
HRC,Hill-Rom Holdings Inc,95.69,$6.34B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/hrc
HTH,Hilltop Holdings Inc.,22.29,$2.14B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hth
HGV,Hilton Grand Vacations Inc.,34.42,$3.33B,2016,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/hgv
HLT,Hilton Worldwide Holdings Inc.,81.61,$24.52B,2016,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/hlt
HNI,HNI Corporation,39.28,$1.71B,n/a,Consumer Durables,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/hni
HMLP,Hoegh LNG Partners LP,17.75,$587.23M,2014,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/hmlp
HMLP^A,Hoegh LNG Partners LP,25.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hmlp^a
HEP,"Holly Energy Partners, L.P.",30.16,$3.18B,2004,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/hep
HFC,HollyFrontier Corporation,70.96,$12.53B,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/hfc
HD,"Home Depot, Inc. (The)",202.23,$233.28B,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/hd
HMC,"Honda Motor Company, Ltd.",29.26,$51.67B,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/hmc
HON,Honeywell International Inc.,153.7,$114.14B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/hon
HMN,Horace Mann Educators Corporation,44.7,$1.83B,1991,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/hmn
HZN,Horizon Global Corporation,5.48,$137.07M,2015,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/hzn
HTFA,Horizon Technology Finance Corporation,25.48,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/htfa
HRL,Hormel Foods Corporation,37.17,$19.72B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/hrl
HOS,Hornbeck Offshore Services,4.77,$178.85M,2004,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/hos
HST,"Host Hotels & Resorts, Inc.",21.58,$16B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hst
HLI,"Houlihan Lokey, Inc.",52.89,$3.5B,2015,Finance,Investment Managers,https://www.nasdaq.com/symbol/hli
HOV,Hovnanian Enterprises Inc,1.62,$239.94M,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/hov
HHC,Howard Hughes Corporation (The),137.9,$5.93B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hhc
HPQ,HP Inc.,23.04,$37.11B,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/hpq
HSBC,HSBC Holdings plc,47.79,$190.79B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/hsbc
HSBC^A,HSBC Holdings plc,26.26,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hsbc^a
HMI,Huami Corporation,9.22,$547.98M,2018,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/hmi
HNP,"Huaneng Power International, Inc.",30.82,$11.71B,1994,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/hnp
HUBB,Hubbell Inc,113.95,$6.25B,2015,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/hubb
HUBS,"HubSpot, Inc.",133.95,$5.14B,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/hubs
HBM,Hudbay Minerals Inc.,5.15,$1.35B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/hbm
HUD,Hudson Ltd.,17.11,$1.58B,2018,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/hud
HPP,"Hudson Pacific Properties, Inc.",33.78,$5.29B,2010,Finance,Real Estate,https://www.nasdaq.com/symbol/hpp
HGT,Hugoton Royalty Trust,0.5838,$23.35M,1999,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/hgt
HUM,Humana Inc.,317.86,$43.76B,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/hum
HCFT,"Hunt Companies Finance Trust, Inc.",3.4,$80.52M,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hcft
HCFT^A,"Hunt Companies Finance Trust, Inc.",25.2793,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hcft^a
HII,"Huntington Ingalls Industries, Inc.",226.78,$10.09B,n/a,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/hii
HUN,Huntsman Corporation,30.86,$7.38B,2005,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/hun
HUYA,HUYA Inc.,34.59,$6.97B,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/huya
H,Hyatt Hotels Corporation,81.29,$9.11B,2009,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/h
HY,"Hyster-Yale Materials Handling, Inc.",65.07,$1.08B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/hy
IAG,Iamgold Corporation,5.7,$2.66B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/iag
IBN,ICICI Bank Limited,8.01,$25.76B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ibn
IDA,"IDACORP, Inc.",93.16,$4.69B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ida
IEX,IDEX Corporation,137.45,$10.54B,1989,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/iex
IDT,IDT Corporation,5.22,$129.73M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/idt
ITW,Illinois Tool Works Inc.,136.26,$46.16B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/itw
IMAX,Imax Corporation,22.65,$1.45B,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/imax
ICD,"Independence Contract Drilling, Inc.",3.79,$144.98M,2014,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/icd
IHC,Independence Holding Company,34.4,$508.95M,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/ihc
IRT,"Independence Realty Trust, Inc.",9.98,$867.99M,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/irt
IFN,"India Fund, Inc. (The)",24.81,$685.8M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ifn
IBA,"Industrias Bachoco, S.A. de C.V.",60.34,$3.02B,1997,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/iba
INFY,Infosys Limited,20.15,$43.79B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/infy
HIFR,"InfraREIT, Inc.",21.35,$938.56M,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hifr
ING,"ING Group, N.V.",14.72,$57.27B,1997,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ing
ISF,"ING Group, N.V.",26.1,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/isf
ISG,"ING Group, N.V.",25.92,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/isg
IR,Ingersoll-Rand plc (Ireland),90.15,$22.35B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/ir
NGVT,Ingevity Corporation,88.28,$3.72B,2016,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ngvt
INGR,Ingredion Incorporated,96.37,$6.96B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ingr
IIPR,"Innovative Industrial Properties, Inc.",33.85,$119.34M,2016,Finance,Real Estate,https://www.nasdaq.com/symbol/iipr
IIPR^A,"Innovative Industrial Properties, Inc.",28.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iipr^a
IPHI,Inphi Corporation,34.34,$1.5B,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/iphi
INSI,Insight Select Income Fund,18.37,$196.74M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/insi
NSP,"Insperity, Inc.",98.75,$4.15B,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/nsp
INSP,"Inspire Medical Systems, Inc.",41.95,$893.49M,1998,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/insp
IBP,"Installed Building Products, Inc.",57.2,$1.81B,2014,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/ibp
INST,"Instructure, Inc.",47.45,$1.63B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/inst
ITGR,Integer Holdings Corporation,72.75,$2.33B,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/itgr
I,Intelsat S.A.,18.62,$2.25B,2013,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/i
ICE,Intercontinental Exchange Inc.,76.59,$44.36B,2005,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ice
IHG,Intercontinental Hotels Group,64.96,$12.39B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/ihg
IBM,International Business Machines Corporation,145.7,$133.02B,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/ibm
IFF,"International Flavors & Fragrances, Inc.",127.21,$10.04B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/iff
IGT,International Game Technology,24.65,$5.03B,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/igt
IP,International Paper Company,52.69,$21.82B,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/ip
INSW,"International Seaways, Inc.",21.04,$613.02M,2016,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/insw
INSW^A,"International Seaways, Inc.",24.57,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/insw^a
IPG,"Interpublic Group of Companies, Inc. (The)",21.98,$8.47B,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/ipg
IPL^D,Interstate Power and Light Company,25.13,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ipl^d
INXN,InterXion Holding N.V.,65.25,$4.66B,2011,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/inxn
IPI,"Intrepid Potash, Inc",4.03,$528.3M,2008,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/ipi
XON,Intrexon Corporation,14.61,$2B,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/xon
IVC,Invacare Corporation,17.65,$585.34M,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ivc
VBF,Invesco Bond Fund,17.55,$199.67M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vbf
VCV,Invesco California Value Municipal Income Trust,11.83,$566.25M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vcv
VTA,Invesco Credit Opportunities Fund,11.45,$848.38M,2007,n/a,n/a,https://www.nasdaq.com/symbol/vta
IHIT,Invesco High Income 2023 Target Term Fund,9.92,$237.97M,2016,n/a,n/a,https://www.nasdaq.com/symbol/ihit
IHTA,Invesco High Income 2024 Target Term Fund,9.2,$80.75M,2017,n/a,n/a,https://www.nasdaq.com/symbol/ihta
VLT,Invesco High Income Trust II,13.42,$108.95M,1989,n/a,n/a,https://www.nasdaq.com/symbol/vlt
IVR,INVESCO MORTGAGE CAPITAL INC,16,$1.79B,2009,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ivr
IVR^B,INVESCO MORTGAGE CAPITAL INC,25.95,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivr^b
IVR^C,INVESCO MORTGAGE CAPITAL INC,24.98,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivr^c
IVR^A,Invesco Mortgage Capital Inc.,25.17,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivr^a
OIA,Invesco Municipal Income Opportunities Trust,7.61,$513.02M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oia
VMO,Invesco Municipal Opportunity Trust,11.92,$803.58M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vmo
VKQ,Invesco Municipal Trust,11.93,$659.97M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vkq
VPV,Invesco Pennsylvania Value Municipal Income Trust,12.03,$286.67M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vpv
IVZ,Invesco Plc,26.02,$10.69B,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/ivz
IQI,Invesco Quality Municipal Income Trust,11.96,$632.49M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iqi
VVR,Invesco Senior Income Trust,4.28,$770.55M,1998,n/a,n/a,https://www.nasdaq.com/symbol/vvr
VTN,Invesco Trust  for Investment Grade New York Municipal,12.75,$248.34M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vtn
VGM,Invesco Trust for Investment Grade Municipals,12.38,$671.31M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vgm
IIM,Invesco Value Municipal Income Trust,14.14,$665.38M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iim
ITG,"Investment Technology Group, Inc.",22.53,$743.87M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/itg
IRET,Investors Real Estate Trust,5.33,$636.44M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/iret
IRET^C,Investors Real Estate Trust,24.6293,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iret^c
NVTA,Invitae Corporation,8.55,$574.6M,2015,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/nvta
INVH,Invitation Homes Inc.,23.45,$12.2B,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/invh
IO,Ion Geophysical Corporation,25.2,$350.52M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/io
IQV,"IQVIA Holdings, Inc.",111.37,$22.53B,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/iqv
IRM,Iron Mountain Incorporated,34.81,$9.95B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/irm
IRS,IRSA Inversiones Y Representaciones S.A.,17.5,$1.01B,n/a,Consumer Services,Homebuilding,https://www.nasdaq.com/symbol/irs
ICL,Israel Chemicals Shs,4.64,$5.94B,2014,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/icl
STAR          ,iStar Inc.,10.86,$737.41M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/star
STAR^D,iStar Inc.,25.545,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/star^d
STAR^G,iStar Inc.,25.2699,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/star^g
STAR^I,iStar Inc.,25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/star^i
ITCB,Ita? CorpBanca,15.29,$5.22B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/itcb
ITUB,Itau Unibanco Banco Holding SA,11.97,$77.67B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/itub
ITT,ITT Inc.,52.89,$4.62B,2011,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/itt
IVH,Ivy High Income Opportunities Fund,14.25,$236.13M,2013,n/a,n/a,https://www.nasdaq.com/symbol/ivh
JPM,J P Morgan Chase & Co,113.35,$380.96B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/jpm
JPM.WS,J P Morgan Chase & Co,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jpm.ws
JPM^A,J P Morgan Chase & Co,25.63,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/jpm^a
JPM^B,J P Morgan Chase & Co,26.419,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jpm^b
JPM^E,J P Morgan Chase & Co,26.29,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jpm^e
JPM^F,J P Morgan Chase & Co,26.35,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jpm^f
JPM^G,J P Morgan Chase & Co,26.72,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jpm^g
JPM^H,J P Morgan Chase & Co,26.882,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/jpm^h
JAX,"J. Alexander&#39;s Holdings, Inc.",11.4,$167.53M,2015,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/jax
JILL,"J. Jill, Inc.",8.82,$385.98M,2017,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/jill
JCP,"J.C. Penney Company, Inc. Holding Company",2.45,$770.46M,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/jcp
SJM,J.M. Smucker Company (The),108.7,$12.34B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/sjm
JBL,Jabil Inc.,28.7,$4.83B,1993,Technology,Electrical Products,https://www.nasdaq.com/symbol/jbl
JEC,Jacobs Engineering Group Inc.,66.12,$9.38B,n/a,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/jec
JAG,Jagged Peak Energy Inc.,13.85,$2.95B,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/jag
JHX,James Hardie Industries plc.,16.42,$7.25B,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/jhx
JHG,Janus Henderson Group plc,31.28,$6.27B,2017,Finance,Investment Managers,https://www.nasdaq.com/symbol/jhg
JOF,Japan Smaller Capitalization Fund Inc,11.34,$321.31M,1990,n/a,n/a,https://www.nasdaq.com/symbol/jof
JBGS,JBG SMITH Properties,36.18,$4.27B,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/jbgs
JEF,Jefferies Financial Group Inc.,22.8,$7.86B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/jef
JELD,"JELD-WEN Holding, Inc.",29.32,$3.12B,2017,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/jeld
JCAP,"Jernigan Capital, Inc.",18.23,$351M,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/jcap
JCAP^B,"Jernigan Capital, Inc.",23.85,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jcap^b
JT,Jianpu Technology Inc.,5.39,$893.21M,2017,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/jt
JKS,JinkoSolar Holding Company Limited,12.98,$507.7M,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/jks
JMP,JMP Group LLC,5.34,$114.6M,2007,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jmp
JMPB,JMP Group LLC,25.5497,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jmpb
JMPD,JMP Group LLC,25.06,n/a,2017,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jmpd
JBT,John Bean Technologies Corporation,94.05,$2.98B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/jbt
BTO,John Hancock Financial Opportunities Fund,38.63,$719.91M,1994,n/a,n/a,https://www.nasdaq.com/symbol/bto
HEQ,John Hancock Hedged Equity & Income Fund,16.3,$198.94M,2011,n/a,n/a,https://www.nasdaq.com/symbol/heq
JHS,John Hancock Income Securities Trust,13.39,$155.95M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jhs
JHI,John Hancock Investors Trust,16.11,$140.27M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jhi
HPF,John Hancock Pfd Income Fund II,21.07,$448.11M,2002,n/a,n/a,https://www.nasdaq.com/symbol/hpf
HPI,John Hancock Preferred Income Fund,21.79,$566.61M,2002,n/a,n/a,https://www.nasdaq.com/symbol/hpi
HPS,John Hancock Preferred Income Fund III,18.54,$585.44M,2003,n/a,n/a,https://www.nasdaq.com/symbol/hps
PDT,John Hancock Premium Dividend Fund,16.06,$777.89M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pdt
HTD,John Hancock Tax Advantaged Dividend Income Fund,23.1,$817.39M,2004,n/a,n/a,https://www.nasdaq.com/symbol/htd
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,8.6,$94.94M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hty
JW.A,"John Wiley & Sons, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jw.a
JW.B,"John Wiley & Sons, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jw.b
JNJ,Johnson & Johnson,126.63,$339.64B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jnj
